Category,Date,Location,Text
murder,"February 29, 2024",Benue,"Three members of a robbery gang who allegedly murdered a female National Youth Service Corps, NYSC, member along the Makurdi-Naka road have been arrested by the Police.Nigeriacrime.com gathered that the police also arrested a dreaded gang of armed bandits led by one Chen and Ayangeer who waylaid and murdered a member of the Benue State Community Volunteer Guard, BSCVG, and buried him in a shallow grave
along the Tse-Kperse, Naindo-Zaki-Biam road, in Ukum Local Government Area, LGA, of the state.The gang members who were paraded Wednesday alongside other suspected criminals by the Benue State Police Commissioner, Emmanuel Adesina at the Command Headquarters in Makurdi were said to be part of the gangs terrorising travellers on that axis of the state.The Police Commissioner informed that the gang operating along the Makurdi-Naka road who murdered the travelling Corps member, Irene Chioma Emmanuel were arrested in their hideout at Adeke community in the outskirts of Makurdi town.According to him, the arrest was made “following reports of robbery attacks on Makurdi-Naka road and Police teams were emplaced to investigate and arrest the suspects. On February 6,  at about 7:15 pm the police trailed and arrested the gang members including Oryina Kumshi Terzungwe and Philip Tyohie in a hideout at Adeke.“Suspects confessed to have been involved in four robbery operations on Naka road and neighbouring communities that led to the loss of lives and properties.“They particularly confessed to have been part of the robbery gang that killed a female youth corps member, one Irene Chioma Emmanuel whom they killed while she was trying to protect her laptop from them.”He said a knife and three live ammunition were recovered from the gang members.On the murdered member of the BSCVG, Mr. Adesina said information about their operation was received on January 24, at about 3 pm that the dreaded armed bandits, led by one Chen and Iorpuu Ayangeer blocked the Tse-Kperse,  Naindo-Zaki-Biam road and abducted the deceased identified as Aornen Kpor “a member of the BSCVG, who was travelling along the route to an unknown destination.“During the investigation, one Vanen Mnyim and Adera Terseer both of Ngenev, Ukum LGA were also arrested in connection with the case.“The suspects confessed to the crime and led the Police team to a bush at Adogo village where the victim was killed and buried in a shallow grave. The corpse has been exhumed and deposited at the hospital for autopsy and proper burial.”Also paraded were suspected arms manufacturers who were rounded up at Agu community in Vandeikya LGA of the state.He said on receiving information about the activities of the manufacturers, “Police detectives were deployed to gather intelligence and arrest the suspects involved.“And on February 7 at about 6:30 pm, one Precious Chukwu of Onitsha, Anambra State was arrested at Agu. On the on-the-spot search conducted on the suspect, led to the recovery of three locally made Berretta Pistols. The suspect led the team to the hideout of his regular suppliers; Tyav Wuese and Tyav Terkuma who are blacksmiths in Adikpo, Kwande LGA who specialize in fabricating guns. The two manufacturers were also arrested.”"
murder,"February 27, 2024",Abia,"The Abia State Police Command is currently investigating a man who allegedly shot dead his son for eating the only remaining cooked food in the house.Nigeriacrime.com gathered that the incident reportedly happened at Isuochi, Umunneochi Local Government Area.This is as the public outcry and protests over the biting economic hardship and increasing hunger in the country, have continued unabated.According to a viral video, the man whose name was given as Cosmos fired at his son for exhausting the food in the house.Some voices were overheard in one viral video hailing curse on the man for the dastardly act which they described as strange and unbelievable.The suspect was tied hands and feet apparently by irate villagers, and forced to lie on his late son also lying face down in the pool of his blood.Thick blood was observed on the ground around the face region of the victim as he lay lifeless on the ground.Confirming the incident, the Police Public Relations Officer, PPRO, Maureen Chinaka, said the suspect had been taken into custody.She also said that the matter had been transferred to the State Criminal Investigation Department Umuahia for proper investigations.“Yes, such matter was reported to the DPO umunneochi. The arrest of the suspect has been made and the case is currently at SCID for discreet investigation”, the PPRO.In a related development,  a 27-year-old man, identified as Chinalu Ogbonna, has allegedly killed his father, Maduka Ogbonna, and removed his left eye.Nigeriacrime.com gathered that the incident happened at midnight on Monday at a compound opposite Junior Secondary School, Amuzukwu in Umuahia North council.The suspect who was arrested by the youths of the area confessed to have wanted to use his father for ritual."
murder,"February 24, 2024",Bauchi,"The Nigeria Police, Bauchi State Command is currently investigating three suspects for offences of criminal conspiracy, culpable homicide and cultism in a Bauchi community.Nigeriacrime.com learned that the arrested suspects are Hoomvez Martins Nyelong, 27, (AKA) slin; Daniel Audu Adamu, 26; and Maigari Inuwa, 29, (AKA) Mega Fashion World.According  to the Command PPRO, SP Ahmed Wakili, stated that on 18th February 2024 at about 9:40 AM, a distress call was received at Durum Outstation from one Abubakar Shehu (not real name) 45 years old of Kuhu village via Durum ward Bauchi LGAHe said the informant stated that on the same date at about 0900hrs, he observed the body of a young man yet to be identified lying down in a bush on the outskirts of Kuhu village.His words: “On receipt of the report, the Patrol Team attached to ‘C’ Division swiftly moved to the scene, the body was evacuated to ATBU Teaching Hospital Bauchi for medical examination, where he was certified dead by a medical Doctor.“Also, on 19/02/2024 at about 0700hrs, another distress call was received from the same location on another corpse seen in the same area. A patrol team led by the DPO ‘C’ Division drove to the scene for the second time. The area was carefully viewed and footsteps of people were observed, the body was also taken to the same hospital and was certified dead by the medical doctor.”The PPRO added that both corpses were observed and no physical injury or mark of violence or strangulation was observed, saying that the two eyes of the last body recovered were forcefully punctured, the corpse was also deposited at the same hospital, and no means of identification was found with both corpses.However, the the police spokesman said that earlier before the information on the second corpse, on the same 18/2/2024 at 1830hrs, the three suspects were seen roaming about around the area.He noted that when they were arrested, they failed to give a satisfactory account of their mission in the area.“Two of the suspects are students of ATBU Bauchi while one of them claimed to have graduated from the University of Jos. However, upon investigation, they were suspected to be members of a cult group behind the gruesome killing of the two deceased.“Exhibits recovered at the scene include:-Pieces of razor blades, Empty bottles of water, Empty bottles of alcohol, Empty sachets of water, Candles, Sticks with blood stains and Torn short trousers.“Further investigation revealed that the first suspect (Hoomvez Martins Nyelong) was seen in the area where the first corpse was found with two others in the early hours of Sunday, 18/2/2024.“Also, WhatsApp chats found in his mobile phone revealed that he was the one that dropped off the first corpse whose relatives appeared and identified him to be one Reheboth Joseph Deshi 32 years old of Rafin Zurfi Yelwa area Bauchi,” he further stated.Ahmed said that an investigation is ongoing to arrest the remaining accomplice of the crime."
murder,"February 20, 2024",Ogun,"An Ogun State High Court, sitting in Abeokuta, Ogun State capital, on Monday sentenced a 23- 23-year-old man, Azeez Akinpelu to death by hanging for killing an eleven-year-old girl, Rokibat Odeyale, in Owode Egba, in Obafemi/Owode local government area of the State.Nigeriacrime.com learned that Akinpelu, a resident of Owode, was convicted on a five-count charge of conspiracy, possession of firearms, manslaughter, attempted murder, and murder.Delivering her judgment, Justice O.O Stanley, held that the prosecution had proved its case beyond reasonable doubt that Akinpelu was guilty as charged.She said the offence committed contravened sections 324, 316, 319 and 320 of the criminal code laws of Ogun and sec 27(1)(b)(1) of
firearms Act Cap Laws of the Federation of Nigeria 2014.She thereafter, gave Akinpelu multiple sentences for the offences.“I hereby sentence you Azeez Akinpelu to death by hanging “You shall be hung until you are dead, may God have mercy on you.“You are also sentenced to life imprisonment for manslaughter and attempted murder with three-month imprisonment with hard labour for possession of firearms,” she said.Earlier, during the trial, the Senior State Prosecuting Counsel, who pleaded anonymity, said that the convict committed the offence on March 27, 2021, at about 6:00 pm at Atala People Igbeyin, Owode Egba, in Obafemi/Owode local government area of Ogun State.The counsel said the defendant conspired among his friends to murder one Rokibat Odeyale by shooting her on her head with a local pistol.She explained that on March 27, 2021, the people of Igbeyin were celebrating Orile Igbeyin Day, when they heard a gunshot from the crowd.She said the gunshot was shot by the defendant directly at where some children were entertaining guests with a cultural display.“The gunshot hit two sisters, one named Rokibat, 11 years old was shot on the head, while the other girl, Fatia sustained injury on her hand and leg, they were immediately rushed to the hospital.They were both taken to Federal Medical Center, Idi-Aba and Rokibat was later transferred to UCH, Ibadan, where she died,” the prosecuting counsel said.She added that while the defendant was been chased and accosted, he was found with a bag which contained a locally made pistol, cartridge, charm, knife and a padlock"
murder,"February 18, 2024",Kaduna,"Six people have been reportedly killed while five others, including a retired director of CBN, his brother and the brother’s wife were abducted in Kwasam, Kauru Local Government Area of Kaduna state.Nigeriacrime.com gathered that the bandits also injured two other people during an attack on Friday a few minutes after 10 pm when the bandits invaded the community.The police were yet to react to the incident but sources said the bandits picked two people who, at gunpoint, led them to the residence of the retired CBN staff and abducted him.“The bandits moved to his family house and abducted his brother and the brother’s wife.
Residents rushed out in an attempt to rescue  the victims, but the bandits fired at them killing six and injuring two.”“Those killed included  Danmasani  Gwaska, Mrs. Giwa John, Kapishi Barmu, Ganya Ubangida, Shigama Salisu and Gani Magawata. Those kidnapped included Mr Zakariya Markus, a retired CBN staff, Mr. Monday Markus, Younger  brother to the retired CBN staff, Mrs Monday Markus, wife of  Monda, Mr Alhamdu Makeri’s Son
and Baban Fati of Kauru,” they added.Meanwhile, Governor Uba Sani of Kaduna State has appealed  for continuous aggressive military operations against banditsWhile condoling the Igabi, Kauru communities on the death of their community members, Uba Sani said aggressive military operations against bandits across the state, are imperative in bringing an end to the menace.He condemned the attacks in Igabi and Kauru LGAs which left some citizens dead and others kidnapped.The Governor also sent his condolences to the families that lost their loved ones in Igabi and Kauru LGAs.Governor Uba Sani spoke through the Overseeing Commissioner, Ministry of Internal Security and Home Affairs, Samuel Aruwan, at Gwada and Kerawa villages in Igabi LGA, during an on-the-spot assessment of the security situation in the area, in the company of the Garrison Commander, One Division Nigerian Army, Brigadier General Muhammad Kana, alongside other military commanders and security forces working in the general areas.The Governors’s representative said “We are here on behalf of Governor Uba Sani to first of all condole with you over the lives lost in Kerawa and Sabon Birni Wards in Igabi LGA and also Kwassam, Kurera and Kan Makama communities in Kauru LGA. May Almighty God grant the deceased eternal rest, and grant a speedy recovery to the injured.”“I want to assure you that we are also here for an assessment of the security situation and as you can see, troops are presently carrying out operations in these locations, to which you have attested. The Governor of Kaduna State is not relenting in his efforts, and he is also working towards sustained aggressive military operations in the frontline locations and emerging fronts like Kauru LGA.”The delegation had meetings with traditional leaders, led by the Acting District Head of Sabon Birni, Alhaji Ahmed Aliyu, as well as religious and community leaders drawn from Dunki, Gwada, Bina, Maraci, Tami, Karshi and Kerawa, where issues critical to the improvement of the security situation were discussed. The team is expected to visit, Kajuru and Kauru local government areas."
murder,"March 22, 2024",Ondo,"A 17-year-old Secondary School student, identified as Wunmi, has reportedly stabbed her 54-year-old foster mother, Mrs. Funmilayo Adelayi, to death in Oda town, Akure, Ondo State capital.Nigeriacrime.com gathered that the victim, a senior civil servant, lived alone with the suspect in a three-bedroom bungalow on Superjet Road, Premier Estate, off Oda Road in the state.A source said that the suspect, already in police custody, was alleged to have mental challenges but had undergone treatment before the ugly incident.It was gathered that the suspect, who was in SSS2 had to be withdrawn from school at a time when her mental challenge became more pronounced.She was later said to have been enrolled in a private school where she continued her education until she murdered the victim.A neighbour told newsmen that “She was advised to take the girl to her parents because of the issue, but she refused perhaps because she felt the treatment she gave her would be enough.“How can one be living with a person with a mental problem, that is the problem.”Contacted, the police image maker, Funmi Odunlami, confirmed the murder of the civil servant.Odunlami said that police detectives were investigating the motivation behind the murder by the foster child."
murder,"March 20, 2024",Akwa Ibom,"Gunmen suspected to be assassins have killed the General Overseer, Mount of Solution Redeemed Church in Ikot Ekang community, Abak Local Government Area of Akwa Ibom State, Prophet Elisha Asuquo and a pastor of his church, Apostle Aniekan Ibanga.Nigeriacrime.com gathered that both Pastors were killed about 7p.m., last Friday within the Church Premises at Ikot Ekang.The gunmen had stormed the Church Premises on a motorcycle when the pastors were holding a meeting and shot them dead. The gunmen reportedly fled the community through Abak -Ikot Ekpene Federal Highway.It was gathered that the late men of God, Elisha Asuquo and Pastor Ibanga hail from Adiasim in EssienUdim Local Government Area and Ikot Obioikpa village, Afaha Obong Clan in Abak Local Government Area of the state.A community leader in Ikot Ekang, Bishop John Kpongkpong, when contacted described the killings as shocking.He narrated that he was preparing for a church programme by 8p.m., when he received a call about the killings, noting, “While I was still on that call another person came in and told me that Prophet Elisha and Pastor Aniekan have been killed.“I had to close from the Church and rushed to the palace of the Village Head to inform him of what happened. After informing him of what happened, he instructed me to call the police, which I did.“On getting to the church premises (where the Pastors were killed), I saw many people gathered while policemen from Abak Division were performing their duty. I appeal to the police to properly investigate the matter.”It was gathered that a delegation from Ikot Obioikpa led by the village Head, Chief Christopher Udotim has visited the Village Head of Ikot Ekang (place of the incident), Chief Okon Udo to inquire whether there was any issue in the church that led led to the killing of their son, Pastor Ibanga.The village Head of Ikot Ekang, Chief Udo in response told the delegation that he never heard that the Church had any crisis since its establishment in the community.The younger brother to Apostle Ibanga, Uduak Ibanga said he recovered his late brother’s two phones in a nearby bush."
murder,"February 14, 2024",Akwa Ibom,"A suspected cultist has been burnt alive by a mob in Uyo, Akwa state capital over alleged involvement in Sunday morning killing of Daniel Okon, a final year Computer Science student of the University of Uyo (UNIUYO).Nigeriacrime.com learned that the suspect who suffered the jungle justice along with three gang members who escaped the lynching were accused as masterminds of the door-to-door robbery on residents in the varsity town of Idak Okpo, Itam, in Itu Local Government Area (LGA) which left the final year student shot dead.Okon, said to hail from Oron LGA, was spending the weekend with his girlfriend in his 13, Ikpa Lane apartment when the hoodlums invaded the area early Sunday.His neighbour, Sifon Ekere, narrated, “When the hoodlums shouted on him (the deceased student) to open his door, he refused. I think it was because of his girlfriend who came that Saturday night to spend the night that made him refuse to open.“The criminals broke into his apartment and shot him in the stomach. He struggled and fled into the thick night with the gunshots and collapsed in the backyard. The robbers took his phone as they left the scene.“The deceased’s landlord, Mr. Archibong Ebong’s apartment and other tenants were also robbed. The whereabouts of the girlfriend of the deceased arrested by the Police, who responded to distressed calls about two hours late, is yet unknown.“The life of the final year student could have been saved, but for the late arrival of the tricyclist who took the victim first to nearby UNIUYO clinic, where medics rejected him as eventually died because of too much loss of blood at the referral Anua General Hospital, Nwaniba, Uyothe.”However, the new Commissioner of Police (CP), Akwa Ibom Command, Mr.Waheed Ayilara, has vowed to comb hideouts across the state to fish out all criminal elements and ensure peace in the state.CP Ayilara prevailed on “All criminals and collaborators in the state to pack your bags and relocate. It is not going to be business as usual. We shall take the battle to your hideouts and deny you freedom of action anywhere in the state.”Meanwhile, the state Director of the Department of State Services DSS, Dr. Doyin Adetuberu, says the Command has raided several criminal flashpoints and arrested many suspects soon to face court trial.Adetuberu while hosting a visiting new Executive Council of the Akwa Ibom State Correspondents’ Chapel of the Nigeria Union of Journalists, NUJ, in Uyo, alleged the suspects were arrested for crimes including cultism, kidnapping, murder and armed robbery in various locations in the state.He recalled that since January when he took over the Command, several flashpoints in Uyo, the state capital and other crime-prone areas outside the metropolis have been raided, leading to the arrest of the soon-to-be prosecuted suspects."
murder,"February 7, 2024",Ekiti,"A suspected kidnap kingpin who allegedly masterminded the killings of two traditional rulers in Ekiti State, last week Monday has been reportedly arrested by the police from Kwara state commandElesun of Esun-Ekiti, Oba David Babatunde Ogunsakin, the Olumojo of Imojo Ekiti, Oba Samuel Olatunde Olusola were ambushed and killed by gun-wielding bandits while returning from a security meeting.The suspect whose name was given as Pa Olowofela, an indigene of Igbara-Odo Ekiti, Ekiti West local government was said to be the leader of the kidnap syndicate terrorising Oke-Ako/Irele-Ekiti in Ajoni Local Council  Development Area in Ekiti State and some parts of Kwara State.Olowofela was also allegedly indicted in the killing of Olukoro of Ikoro, Kwara State, Oba Olusegun Aremu-ColeHe was said to have been arrested in his house at about  2:am in Igbara-Odo and whisked away to Ijowa an agrarian community in Etan, Ekiti local government area of Kwara State,The development is coming two days after the arrest of Alhaji Baboga, one of the suspected kidnappers responsible for the killing of the two Ekiti traditional rulers.Olowofela, an Octogenarian, is based in Ijowa, Kwara State, with a chain of business enterprises cutting across Ekiti  and Kwara States, including a Sawmill in Irele-Ekiti the axis where their operations are most pronouncedThe Chairman Ajoni LCDA, Ekiti State, Mr Michael Ogungbemi, was said to have confirmed that the suspect was arrested by a combined team of  security apparatus from Kwara State, who stormed, Igbara-Odo Ekiti, to effect his arrest and whisked away to Kwara StateA source was alleged to have said, “It was joy mixed with shock when Olowofela was brought to Ijowa by the detached team in cuffs as villagers expressed surprise that he could be linked with the dreaded activities that have formed the nightmare of the people over time”.It was gathered that Olowofela and his gang are responsible for the recent killings of the Elesun of Esun Ekiti, Oba David Babatunde Ogunsakin, the Olumojo of Imojo Ekiti, Oba Samuel Olatunde Olusola and the Olukoro of Ikoro, Kwara State, Oba Olusegun Aremu-Cole.Fielding question from newsmen during a press conference, on the arrest of Olowofela, the new Police Commissioner in Ekiti State, Mr Adeniran Akinwale, said he cannot confirm any arrest for now.Efforts to reach the Chairman of Ajoni LCDA to confirm the development proved abortive as several calls to his phone rang through."
murder,"January 31, 2024",Kano,"A 37-year-old security guard at the Prestige International College, Kano, identified as Nurudeen Shehu, has reportedly ended his own life.The sad development was confirmed by the Kano State Commissioner of Police, Usaini Gumel.According to the police boss, the security guard killed himself inside one of the college’s classrooms.Gumel noted that, “On January 28, at approximately 10:30 am, Abdullahi Abdulsalam of Rijiyar Zaki reported that Shehu was found hanging motionless in a classroom. Police from the Gwale Division, led by the DPO, bulldozed their way into the classroom, cut the rope, and rushed the body to the Murtala Muhammed General Hospital, where a doctor on duty confirmed his death and his remains were subsequently released to the deceased’s family for burial.”It was reported that Shehu’s tragic decision to end his life was informed by the news of his ex-wife’s remarriage to another man.However, Gumel assured the people that the police would conduct a thorough investigation to unravel the circumstances that led to the abrupt termination of his life.In another news, the Western Nigeria Security Network, Amotekun Corps, in Ondo State has arrested 31 suspects for various alleged crimes across the 18 Local Government Areas of the state.The Commander of the Amotekun corps, Mr Adetunji Adeleye, made this disclosure while parading the suspects before newsmen on Wednesday in Akure.Adeleye said the suspects were arrested for offences including alleged kidnapping, illegal possession of firearms and those that specialised in breaking of shops and houses.According to the commander, the corps would not relent in its efforts to rid the state of criminal elements.He further said the government was resolute in its determination to ensure that investors, farmers, residents, and commuters move about freely in the state without apprehension of attacks by hoodlums.Adeleye said that the Gov. Lucky Aiyedatiwa-led government had directed heads of security agencies in the state to flush out criminals who have been disturbing the peace of the people.“We want to reassure the good people of Ondo State that Amotekun is intact and we will continue our 24-hour patrol.“We will continue to track all criminals from the cities to the forest reserves and ensure that travellers are not molested,” he said."
murder,"January 31, 2024",Ondo,"A 35-year-old man, identified as James Emmanuel has reportedly raped a 55-year-old woman, Mrs Deborah Abiodun, to death Oke-Odu Area, of Akure, the Ondo State capital.NIGERIACRIME gathered that the crime was committed on January 17, 2024 and also the victim and suspects were co-workers.Emmanuel has, however, been remanded in prison by Ondo State Chief Magistrate Court, sitting in Akure after he was apprehended by men of the Ondo State Police Command.It was learnt that the suspect hit the head of Abiodun with a stone and dumped her corpse inside a waste pit after raping her to death.The defendant was later charged to court and arraigned on two-count bordering on murder and rape.At the proceeding, the police prosecutor, Anwana Josephine, told the court that the suspect committed the offence on January 17, 2024 at about 11.00pm, an offence, contrary to Section 357 and punishable under Section 358 of the Criminal Code, Cap. 37, Vol. 1 Laws of Ondo State of Nigeria, 2006.The charge sheet read: “That you, James Emmanuel, ‘m’, on the 17th day of January 2024 at about 11.00pm at Ilere, on  Ijare Road, Akure in the Akure Magisterial District, did rape Deborah Abiodun, ‘f’, aged 55 years old and thereby committed an offence, contrary to Section 357 and punishable under Section 358 of the Criminal Code, Cap. 37, Vol. 1 Laws of Ondo State of Nigeria, 2006.“That you, James Emmanuel, ‘m’, on the same date, time and place in the aforementioned Magisterial District did kill one Deborah Abiodun ‘F’ by hitting her with a stone on her head and dumping her corpse inside a waste pit and thereby committed an offence, contrary to Section 316 and punishable under Section 319 (1) of the Criminal Code, Cap. 37, Vol. 1 Laws of Ondo State of Nigeria, 2006.”Ruling, the Chief Magistrate,  F.A. Aduroja, ordered that the defendant be remanded in the correctional centre in Ondo town and adjourned the trial till March 27, 2024."
murder,"January 29, 2024",Kaduna,"Operatives of the Nigeria Police Force, have arrested one  who isA 28-year-old member of the bandit gang that kidnapped a lawyer’s family in Bwari and murdered Nabeeha, one of five daughters has been arrested by operatives of the  Nigeria Police Force.Nigeriacrime.com gathered that the suspect Bello Mohammed, of Zamfara state, was arrested in Kaduna during a raid.Confirming the arrest, Force Public Relations Officer, ACP Muyiwa Adejobi said, “The Divisional Police Officer, Tafa Division, acting on intelligence, raided one hotel in Tafa Area, Kaduna, where he arrested Bello, with the sum of #2.25m (Two Million, two hundred and fifty million naira), suspected to be proceeds of ransoms collected from kidnapped victims within the area.“The suspect, during interrogation, confessed to being part of the gang that kidnapped the family members of one Barrister Ariyo in Bwari, FCT, on 2nd January 2024, and killed some kidnapped victims, including Nabeeha, daughter of the legal practitioner, on 13th January 2024, in a kidnappers camp, in Kaduna State.“The suspect, in a dramatic situation, offered #1,000,000 (one million naira only) to induce the DPO, who rejected the offer and carried out his duty diligently.“The Inspector-General of Police, IGP Kayode Adeolu Egbetokun has ordered that the suspect, who also confessed to the involvement of the already five (5) neutralized bandits in Kaduna by the IRT, headed by one Mai Gemu (aka Godara), whose deadly camp has also been destroyed, be handed over to the DFI-IRT in Abuja for discreet investigations into the matter and arrest of all other culprits responsible for the dastardly act“The suspect is currently helping the police in their investigations.“While commending the DPO Tafa, SP Idris Ibrahim, for the commitment and professionalism displayed in the case, he further assured that the Police would leave no stone unturned in decimating criminally minded individuals and bequeathing to Nigerians a more secure society for all and sundry in our dear country, Nigeria.”"
murder,"January 29, 2024",Osun,"A local hunter has reportedly killed a United States-based Osun state Peoples Democratic Party, PDP, chieftain, Hon. Richard Idowu his hometown in Ejigbo.Nigeriacrime.com learned that the incident which occurred on Saturday evening, according to eyewitnesses overshadowed the 50th coronation anniversary of the town’s traditional ruler, which the deceased came from his base in the United States of America to attend.Idowu along with some other prominent sons of the ancient town went to a meeting in a part of the town after the coronation event.As they were about to leave the venue of the meeting, the local hunters in the building were said to be shooting sporadically in a celebration mood when one of them accidentally shot the party chieftain.It was gathered that one of the security operatives attached to the deceased shot the hunter on the spot.A Special Assistant to the deceased, Afeez Lawal, who confirmed the incident said the deceased died after losing much blood, as he did not get adequate attention.When we returned from the event where the governor was conferred a chieftaincy title, we headed to Ejigbo for the 50th coronation anniversary of the Ogiyan of Ejigbo.Immediately, after we left the party, we were almost set to go back to Osogbo, the king’s son, Oyeyode Oyesosin said we should go to his house along Inisha road, that they wanted to do a brief meeting, so those who followed him home are Asalu, Timothy and himself.When he wanted to bid them farewell, the king’s son ordered the local hunters to fire guns into the air, unfortunately, one of the hunter’s guns was facing down, instead of him to fire at the sky, he fired the bullet downward, the bullet hit him (Idowu) on his leg, he fell, before we could rush him to the hospital he loses a lot of blood before we got to the hospital.He gave up the ghost at the Baptist hospital in Ejigbo. It happened around 8:30 pm.However, Governor Ademola Adeleke’s spokesperson, Olawale Rasheed via a statement said the governor has ordered immediate investigation into the incident.“What happened today at Ejigbo is sad. I extend my condolences to the families of the deceased. I have directed an immediate investigation into the killings of Dr Richard Adeoriokin and the subsequent killing of his killer”, it reads partly."
murder,"January 27, 2024",Oyo,"A 20-year-old man, identified as Daniel Bamidele, was arrested on January 25 after allegedly stabbing his parents in Ibadan, Oyo State.According to reports, Daniel’s mother, Titilayo, managed to escape from their home with serious injuries, seeking help from neighbors.It is said that Daniel attacked both his parents with a machete. Bystanders rushed to the scene and managed to disarm Daniel, holding him down until the authorities arrived.During questioning, Daniel confessed to being involved in cybercrime, commonly known as yahoo yahoo, and claimed that his parents were aware of his illegal activities.He also mentioned that he had used the proceeds from cybercrime to build a three-bedroom bungalow.Daniel further stated that he had promised to open a store for his mother and stock it with goods once he achieved a breakthrough in his criminal endeavors.However, he accused his mother and elder brother of conspiring to defraud him of ₦2.5 million, despite his promise to help his mother establish a business.He said; “I purposely lured my mother from a church programme she was attending, and as soon as we arrived home, I attacked her with a knife and was already inflicting cuts on her body when my father tried to save her from me.“I attacked my father too because if I had not stabbed both of them, they would have succeeded in killing me.”Daniel also said that he attacked his mother and father with a knife for giving him a fake name which rendered the magic black soap he got from a white garment church priest useless. He further revealed that he made his elder brother his next of kin in his bank documentation but the same elder brother allegedly had been trying to play smart with his money.Daniel said; “I am a 200-level student of LAUTECH and I have built a three-bedroom bungalow from the money I made from doing yahoo business. I am angry with my parents, particularly my mother, for giving me a fake name instead of her real name.“There is a particular black magic soap that I have been using lately. The soap was given to me by the priest of a white garment church named Mathew.“I was the one who bought a generator for Pastor Mathew’s church around Ona Grammar School in Ogbomosho.“The soap was meant to bring me good fortune, but there was the need for me to call my mother’s name into it before it could work.“My mother told me that her name is Titilayo. But when I called the name into the soap, it did not work. Hence, I got angry and decided to stab her.”We do everything possible to supply quality news and information to all our valuable readers day in, day out and we are committed to keep doing this. Your kind donation will help our continuous research efforts."
murder,"January 25, 2024",Kano,"Five members of a vigilante group have been sentenced to die by hanging for killing a 17-year-old boy, Ahmed Musa, around Sabon Titi, Panshekara Road of Kano State.The judgment was delivered by a High Court in Kano State on Thursday.NIGERIACRIME learnt that the five convicts are Emmanuel Korau, Elisha Ayuba, Irimiya Timothy, Auwalu Jafar and Mustapha Haladu, who were attached to Sani Abacha Youth Centre.The prosecution lead counsel, Barrister Lamido Soron-Dinki, told the court that the convicts committed the offence on January 22, 2022, at Sabon Titi, Panshekara, Kumbotso LGA of the state, at about 10am, after they conspired and attacked the deceased while he was crossing Sabon Titi, Panshekara Road.According to him, “The defendants came out from a tricycle and started beating the deceased with a long wooden hard stick (club), in the process, the deceased held the stick, and as a result, he sustained grievous injuries which led to his death.”Presiding judge Chief Judge, Justice Dije Aboki, said the prosecution counsel presented five witnesses to the court and proved his case beyond reasonable doubt.He said the offence contravened the provisions of sections 97 and 221(b) of the Penal Code.Justice Dije Aboki therefore sentenced the five defendants to death by hanging.Meanwhile, the Police in Jigawa State have paraded 16 suspects arrested for committing various criminal activities in the state.Jigawa State Commissioner of Police A.T. Abdullahi stated this while parading the suspects at the command’s headquarters in Dutse, the state capital.He said the arrest was part of the command’s measures to stamp out all forms of crime and criminality across the state.According to him, those arrested included an impersonator, 10 fraudsters, three rustlers, a drug peddler and a vandal.The commissioner of police said the command recovered a Peugeot 406 car, 48 goats, 93 SIM cards, 11 ATM cards, 777 diazepam tablets, dried leaves suspected to be cannabis, mobile phones and electric cables."
murder,"January 24, 2024",Enugu,"A couple has been killed by some yet-to-be-identified gunmen, who also dumped their corpses in a car boot of their vehicle.NIGERIACRIME learnt that the vehicle is a Toyota Camry with the registration number: EE-621-EU.Their remains were dumped at a lonely place along the Tempo Junction, Umunya axis of the Enugu-Onitsha Expressway with the bodies dripping blood.The bodies were discovered in the early hours of Wednesday.In a now viral video, the vehicle was seen with wide open doors while blood was dripping from beneath the vehicle boot.The incident was confirmed by the Police Public Relations Officer of the Anambra State Police Command, DSP Ikenga Tochukwu.Ikenga added that the police personnel attached to the Oyi Division have recovered and deposited the two lifeless bodies in a mortuary, while investigations have commenced to unravel the circumstances surrounding their deaths.“Police personnel attached to the Oyi Division led by the DPO at about 7:30 am today 24/1/2024, have recovered two lifeless bodies, abandoned in a car boot along the Enugu-Onitsha Expressway.“The operatives also recovered the abandoned vehicle and some expanded cartridges at the scene. Meanwhile, bodies have been deposited in the morgue and investigations have commenced.“Preliminary information revealed that those persons, a man, and woman, with marks of violence and gunshot injuries all over their bodies, were murdered and abandoned in a black Corolla car with reg plate number Lagos AAA 621 EU. Further details shall be communicated, please,” Ikenga added.Meanwhile, an early morning fire that gutted the Kasuwar Jagwal market in Damaturu, Yobe State capital, on Tuesday, left several goods destroyed and shops burnt.The fire whose cause was yet to be ascertained was said to have escalated before the arrival of the men of the Yobe State Fire Service.The Head of Operations, Yobe Fire Service, who identified simply as Inspector Ahmadu, confirmed the incident on Tuesday.Ahmadu, who disclosed that an investigation was ongoing to ascertain the cause of the fire, said the high impact of the fire left several goods and shops destroyed."
